label_id,label,count,accuracy,model
84,Spanish,69,0.5507246376811594,google/flan-t5-base
87,Swedish,56,0.6964285714285714,google/flan-t5-base
88,Swiss,15,0.2,google/flan-t5-base
90,Taiwanese,4,0.0,google/flan-t5-base
91,Thai,6,0.0,google/flan-t5-base
94,Tunisian,2,0.0,google/flan-t5-base
95,Turkish,13,0.38461538461538464,google/flan-t5-base
96,Ugandan,3,0.6666666666666666,google/flan-t5-base
97,Ukrainian,11,0.2727272727272727,google/flan-t5-base
98,Venezuelan,2,0.0,google/flan-t5-base
99,Vietnamese,12,0.08333333333333333,google/flan-t5-base
100,Welsh,7,0.8571428571428571,google/flan-t5-base
